open_time,open,high,low,close,atr,close_smooth,position,ADX_14,DMP_14,DMN_14
2023-03-31 22:30:00,28560.0,28633.4,28520.9,28550.8,104.96,28505.05,0,36.99,33.91,11.12
2023-03-31 22:45:00,28550.8,28575.0,28526.1,28557.1,98.49,28505.13,0,38.04,32.71,10.73
2023-03-31 23:00:00,28557.1,28587.4,28506.3,28507.7,96.34,28501.98,0,38.6,30.77,11.54
2023-03-31 23:15:00,28507.7,28546.0,28495.0,28538.5,90.59,28495.62,0,38.9,29.58,11.95
2023-03-31 23:30:00,28538.5,28550.3,28457.7,28458.7,90.21,28487.11,0,38.43,27.51,13.94
2023-03-31 23:45:00,28458.7,28487.9,28451.3,28452.1,83.61,28481.92,0,37.88,26.71,14.04
2023-04-01 00:00:00,28452.1,28486.8,28431.6,28486.7,79.68,28473.41,0,36.98,25.51,15.02
2023-04-01 00:15:00,28486.7,28540.6,28450.8,28469.8,80.05,28467.64,0,36.73,28.02,13.92
2023-04-01 00:30:00,28469.8,28488.8,28385.2,28428.8,81.9,28469.37,0,35.3,25.69,18.03
2023-04-01 00:45:00,28428.8,28433.7,28389.3,28423.3,76.94,28467.59,0,33.98,24.74,17.36
2023-04-01 01:00:00,28423.3,28452.4,28387.8,28420.1,74.88,28469.34,0,32.99,24.97,16.41
2023-04-01 01:15:00,28420.1,28442.9,28413.7,28428.6,68.58,28479.87,0,32.08,24.32,15.99
2023-04-01 01:30:00,28428.6,28484.1,28428.5,28467.7,65.8,28494.24,0,31.76,26.84,15.18
2023-04-01 01:45:00,28467.7,28620.0,28460.7,28603.0,75.36,28510.15,0,32.75,34.73,13.13
2023-04-01 02:00:00,28603.0,28838.6,28580.2,28658.9,96.49,28522.31,0,34.84,44.25,10.62
2023-04-01 02:15:00,28658.9,28685.3,28507.7,28594.0,107.01,28534.18,0,35.65,38.77,14.36
2023-04-01 02:30:00,28594.0,28595.6,28448.4,28497.4,113.59,28546.13,0,35.58,34.91,16.94
2023-04-01 02:45:00,28497.4,28568.8,28497.4,28562.2,110.99,28550.73,0,35.51,33.19,16.1
2023-04-01 03:00:00,28562.2,28588.8,28515.0,28552.1,108.52,28555.41,0,35.59,32.87,15.26
2023-04-01 03:15:00,28552.1,28565.7,28504.2,28506.7,104.65,28561.24,0,35.5,31.4,15.37
2023-04-01 03:30:00,28506.7,28544.1,28480.9,28512.8,100.9,28564.73,-1,35.04,29.92,16.38
2023-04-01 03:45:00,28512.8,28549.6,28512.8,28522.6,94.26,28560.62,-1,34.67,29.49,15.91
2023-04-01 04:00:00,28522.6,28559.7,28509.8,28545.0,89.17,28555.81,-1,34.42,29.12,15.27
2023-04-01 04:15:00,28545.0,28571.0,28531.1,28571.0,82.93,28554.3,-1,34.29,29.09,14.76
2023-04-01 04:30:00,28571.0,28599.4,28559.3,28565.0,77.09,28548.21,-1,34.45,30.55,14.24
2023-04-01 04:45:00,28565.0,28600.0,28543.3,28556.0,73.66,28540.43,-1,34.27,29.01,14.95
2023-04-01 05:00:00,28556.0,28570.4,28532.0,28539.2,68.0,28529.13,-1,33.87,27.98,15.46
2023-04-01 05:15:00,28539.2,28549.9,28514.7,28514.7,62.14,28519.45,-1,33.15,27.03,16.61
2023-04-01 05:30:00,28514.7,28542.2,28513.5,28542.2,55.48,28507.5,-1,32.46,26.25,16.25
2023-04-01 05:45:00,28542.2,28555.4,28542.1,28555.3,47.21,28497.49,-1,32.0,27.29,16.02
2023-04-01 06:00:00,28555.3,28560.0,28492.0,28508.1,46.44,28490.88,-1,30.5,25.3,20.2
2023-04-01 06:15:00,28508.1,28508.1,28392.0,28410.0,52.74,28481.19,-1,29.11,22.32,27.97
2023-04-01 06:30:00,28410.0,28476.8,28326.0,28464.7,63.57,28466.61,-1,28.63,19.16,30.21
2023-04-01 06:45:00,28464.7,28475.0,28440.7,28465.6,60.66,28450.83,-1,28.18,18.52,29.19
2023-04-01 07:00:00,28465.6,28466.8,28376.0,28382.0,64.68,28433.03,-1,28.46,16.91,32.86
2023-04-01 07:15:00,28382.0,28395.4,28322.0,28389.1,66.52,28417.68,-1,29.21,15.71,35.73
2023-04-01 07:30:00,28389.1,28417.1,28378.3,28398.0,64.21,28407.86,-1,29.49,17.27,34.35
2023-04-01 07:45:00,28398.0,28427.0,28384.9,28412.3,62.46,28408.78,-1,29.55,17.54,32.87
2023-04-01 08:00:00,28412.3,28421.8,28393.2,28421.1,59.08,28412.23,-1,29.62,17.0,31.86
2023-04-01 08:15:00,28421.1,28466.0,28366.5,28462.8,64.21,28414.82,-1,28.79,19.82,28.59
2023-04-01 08:30:00,28462.8,28473.0,28431.9,28464.0,62.02,28417.84,-1,27.89,19.7,27.33
2023-04-01 08:45:00,28464.0,28468.8,28422.1,28425.5,60.49,28425.45,-1,27.19,18.7,27.01
2023-04-01 09:00:00,28425.5,28434.1,28408.2,28408.3,56.58,28430.91,-1,26.75,18.15,27.8
2023-04-01 09:15:00,28408.3,28440.0,28408.3,28416.3,53.45,28432.71,-1,26.2,18.16,26.76
2023-04-01 09:30:00,28416.3,28455.0,28407.2,28444.3,52.23,28430.84,-1,25.35,18.92,25.23
2023-04-01 09:45:00,28444.3,28445.3,28402.6,28406.6,50.28,28427.36,-1,24.64,17.93,24.47
2023-04-01 10:00:00,28406.6,28418.8,28378.3,28378.4,47.85,28422.43,-1,24.4,17.03,26.27
2023-04-01 10:15:00,28378.4,28423.9,28374.2,28416.3,46.71,28416.07,-1,24.05,16.6,24.62
2023-04-01 10:30:00,28416.3,28429.6,28408.2,28429.6,42.72,28409.09,-1,23.56,16.89,23.93
2023-04-01 10:45:00,28429.6,28449.9,28413.0,28447.0,41.51,28403.64,-1,22.56,18.79,22.74
2023-04-01 11:00:00,28447.0,28460.5,28422.6,28430.1,40.4,28403.04,-1,21.34,19.27,21.55
2023-04-01 11:15:00,28430.1,28430.6,28387.8,28406.0,40.25,28402.29,-1,20.98,18.11,25.12
2023-04-01 11:30:00,28406.0,28423.7,28391.1,28398.7,39.13,28404.45,-1,20.63,17.27,23.94
2023-04-01 11:45:00,28398.7,28398.8,28329.1,28354.6,42.42,28405.42,-1,21.45,15.59,30.26
2023-04-01 12:00:00,28354.6,28373.9,28290.7,28373.8,47.1,28403.94,-1,22.74,13.86,32.02
2023-04-01 12:15:00,28373.8,28395.6,28359.1,28395.6,45.88,28398.97,-1,23.31,16.13,30.43
2023-04-01 12:30:00,28395.6,28396.5,28342.9,28387.9,47.13,28399.58,-1,24.08,14.95,30.41
2023-04-01 12:45:00,28387.9,28414.3,28350.5,28410.8,49.49,28397.43,-1,24.28,16.06,27.81
2023-04-01 13:00:00,28410.8,28429.8,28402.2,28402.2,47.47,28389.48,-1,24.01,17.6,26.74
2023-04-01 13:15:00,28402.2,28415.8,28360.5,28415.8,48.69,28382.23,-1,24.47,16.25,30.46
2023-04-01 13:30:00,28415.8,28419.6,28366.1,28396.7,49.53,28374.56,-1,24.78,15.58,28.21
2023-04-01 13:45:00,28396.7,28425.0,28372.4,28401.8,50.22,28368.26,-1,24.91,15.19,26.17
2023-04-01 14:00:00,28401.8,28409.0,28371.9,28371.9,49.01,28363.99,-1,25.03,14.4,24.88
2023-04-01 14:15:00,28371.9,28380.0,28320.3,28352.0,50.49,28361.98,-1,26.02,13.21,29.98
2023-04-01 14:30:00,28352.0,28365.0,28262.7,28336.1,56.91,28360.58,-1,27.66,11.46,33.47
2023-04-01 14:45:00,28336.1,28364.6,28301.0,28302.2,58.18,28354.7,-1,29.19,10.52,30.74
2023-04-01 15:00:00,28302.2,28340.6,28182.5,28309.9,70.37,28353.65,-1,31.64,8.64,38.67
2023-04-01 15:15:00,28309.9,28350.0,28309.9,28350.0,67.79,28354.09,-1,33.64,9.33,36.86
2023-04-01 15:30:00,28350.0,28380.0,28333.0,28347.8,66.04,28356.91,-1,34.64,12.36,34.81
2023-04-01 15:45:00,28347.8,28394.0,28339.4,28388.1,65.09,28357.26,-1,35.18,13.22,32.54
2023-04-01 16:00:00,28388.1,28418.2,28370.9,28418.2,63.38,28358.78,-1,35.04,15.39,30.68
2023-04-01 16:15:00,28418.2,28419.9,28397.0,28408.0,59.07,28362.55,-1,34.86,15.16,29.79
2023-04-01 16:30:00,28408.0,28420.3,28370.7,28370.7,58.0,28364.79,-1,35.05,14.2,31.26
2023-04-01 16:45:00,28370.7,28378.6,28257.1,28310.0,65.42,28367.16,-1,36.37,12.17,40.17
2023-04-01 17:00:00,28310.0,28368.7,28299.0,28357.5,66.32,28367.61,-1,37.59,11.18,36.91
2023-04-01 17:15:00,28357.5,28359.9,28335.1,28352.7,61.63,28364.67,-1,38.73,10.84,35.79
2023-04-01 17:30:00,28352.7,28372.3,28324.4,28372.2,59.88,28360.08,-1,39.41,11.73,33.68
2023-04-01 17:45:00,28372.2,28374.9,28315.0,28358.0,59.58,28354.75,-1,40.15,10.87,32.35
2023-04-01 18:00:00,28358.0,28373.1,28353.0,28367.1,54.55,28351.45,-1,40.83,10.59,31.51
2023-04-01 18:15:00,28367.1,28371.7,28322.1,28326.9,53.11,28347.63,-1,41.8,9.9,33.5
2023-04-01 18:30:00,28326.9,28356.9,28314.6,28340.5,50.89,28343.55,-1,42.77,9.35,32.62
2023-04-01 18:45:00,28340.5,28358.9,28315.9,28358.9,49.19,28342.89,-1,43.6,9.08,30.74
2023-04-01 19:00:00,28358.9,28369.5,28348.2,28355.6,45.09,28347.93,-1,43.96,10.29,29.82
2023-04-01 19:15:00,28355.6,28360.6,28317.5,28358.1,44.56,28357.24,-1,44.68,9.66,32.35
2023-04-01 19:30:00,28358.1,28364.1,28341.3,28350.2,41.62,28367.62,-1,45.21,9.86,31.26
2023-04-01 19:45:00,28350.2,28357.9,28332.7,28357.8,39.14,28380.34,-1,45.81,9.48,31.37
2023-04-01 20:00:00,28357.8,28428.4,28357.8,28386.5,42.22,28395.87,-1,43.94,18.88,28.11
2023-04-01 20:15:00,28386.5,28415.0,28386.4,28410.4,40.19,28411.38,-1,42.2,18.06,26.89
2023-04-01 20:30:00,28410.4,28576.0,28397.6,28485.6,55.73,28425.65,-1,40.94,34.36,20.82
2023-04-01 20:45:00,28485.6,28505.2,28422.9,28426.5,59.03,28438.72,-1,39.77,30.89,18.72
2023-04-01 21:00:00,28426.5,28501.6,28401.8,28472.2,64.67,28452.94,-1,38.21,27.3,19.0
2023-04-01 21:15:00,28472.2,28519.3,28460.3,28460.3,65.29,28468.37,-1,37.03,27.49,17.69
2023-04-01 21:30:00,28460.3,28476.5,28452.2,28475.5,61.57,28478.13,-1,35.74,26.67,18.15
2023-04-01 21:45:00,28475.5,28490.0,28444.8,28460.6,60.49,28487.48,-1,34.77,26.85,17.13
2023-04-01 22:00:00,28460.6,28496.0,28460.5,28479.7,58.38,28495.44,-1,33.96,26.4,16.36
2023-04-01 22:15:00,28479.7,28514.2,28474.1,28504.1,56.69,28499.5,-1,33.51,27.39,15.5
2023-04-01 22:30:00,28504.1,28529.9,28476.4,28492.6,56.65,28497.34,-1,33.35,27.53,14.42
2023-04-01 22:45:00,28492.6,28519.9,28492.6,28497.9,53.45,28490.84,-1,33.2,26.51,13.89
2023-04-01 23:00:00,28497.9,28515.0,28494.0,28515.0,49.61,28485.75,-1,33.06,25.72,13.47
2023-04-01 23:15:00,28515.0,28543.7,28480.0,28485.4,50.81,28476.26,-1,33.43,27.43,12.28
2023-04-01 23:30:00,28485.4,28485.5,28426.6,28440.8,51.29,28463.98,-1,32.11,25.21,18.63
2023-04-01 23:45:00,28440.8,28459.6,28426.5,28435.1,48.47,28447.14,-1,30.89,24.03,17.77
2023-04-02 00:00:00,28435.1,28456.1,28435.0,28451.4,44.17,28428.88,-1,29.75,23.29,17.22
2023-04-02 00:15:00,28451.4,28482.3,28440.1,28443.1,42.73,28411.93,-1,29.26,25.72,16.14
2023-04-02 00:30:00,28443.1,28444.3,28369.6,28407.0,45.01,28400.29,-1,27.4,22.97,24.49
2023-04-02 00:45:00,28407.0,28411.0,28334.4,28345.6,48.27,28391.22,-1,26.38,20.55,26.76
2023-04-02 01:00:00,28345.6,28381.4,28325.2,28366.8,49.18,28384.87,-1,25.61,18.97,25.96
2023-04-02 01:15:00,28366.8,28414.8,28356.6,28392.2,50.64,28380.89,-1,24.07,22.0,23.91
2023-04-02 01:30:00,28392.2,28424.9,28392.1,28393.0,49.12,28379.2,-1,22.42,22.41,22.81
2023-04-02 01:45:00,28393.0,28411.8,28363.2,28363.3,49.39,28382.06,-1,21.5,20.88,25.31
2023-04-02 02:00:00,28363.3,28401.2,28354.1,28400.7,49.47,28388.56,-1,20.84,19.5,24.91
2023-04-02 02:15:00,28400.7,28419.0,28357.4,28408.6,51.16,28399.39,-1,19.76,20.3,22.78
2023-04-02 02:30:00,28408.6,28417.7,28393.5,28395.0,48.3,28410.8,-1,18.76,19.59,21.99
2023-04-02 02:45:00,28395.0,28398.1,28382.3,28384.9,44.66,28418.14,-1,18.1,19.12,23.16
2023-04-02 03:00:00,28384.9,28399.9,28384.9,28397.6,41.02,28427.02,-1,17.44,18.95,22.61
2023-04-02 03:15:00,28397.6,28478.1,28397.5,28478.0,45.13,28431.2,-1,17.46,28.44,19.86
2023-04-02 03:30:00,28478.0,28525.0,28458.2,28469.8,47.5,28433.37,-1,18.28,32.52,17.92
2023-04-02 03:45:00,28469.8,28470.2,28452.9,28459.9,43.99,28432.48,-1,18.89,31.66,18.25
2023-04-02 04:00:00,28459.9,28481.6,28445.4,28453.6,42.82,28430.76,-1,19.65,31.65,17.22
2023-04-02 04:15:00,28453.6,28469.6,28442.5,28451.3,40.46,28430.33,-1,20.26,30.27,16.94
2023-04-02 04:30:00,28451.3,28451.3,28404.7,28409.1,40.51,28429.01,-1,19.72,28.01,21.73
2023-04-02 04:45:00,28409.1,28420.0,28363.8,28370.0,41.9,28427.53,-1,18.41,25.54,26.24
2023-04-02 05:00:00,28370.0,28386.0,28363.6,28385.1,39.46,28428.57,-1,17.19,24.6,25.31
2023-04-02 05:15:00,28385.1,28423.6,28385.0,28410.0,39.17,28428.01,-1,16.71,29.23,23.7
2023-04-02 05:30:00,28410.0,28459.9,28410.0,28448.2,40.36,28426.92,-1,16.96,32.76,21.78
2023-04-02 05:45:00,28448.2,28460.0,28421.6,28454.7,40.07,28426.97,-1,17.18,30.71,20.41
2023-04-02 06:00:00,28454.7,28464.8,28417.0,28417.0,40.96,28429.45,-1,17.49,29.1,18.82
2023-04-02 06:15:00,28417.0,28423.7,28405.0,28416.8,38.42,28430.71,-1,17.41,28.18,20.26
2023-04-02 06:30:00,28416.8,28450.0,28416.8,28445.6,37.9,28431.51,-1,17.87,31.1,19.1
2023-04-02 06:45:00,28445.6,28484.2,28445.6,28445.9,37.95,28428.31,-1,18.92,34.95,17.82
2023-04-02 07:00:00,28445.9,28470.1,28431.5,28460.4,37.83,28425.95,-1,19.43,32.6,19.08
2023-04-02 07:15:00,28460.4,28461.8,28440.7,28449.8,35.49,28427.73,-1,19.91,31.36,18.35
2023-04-02 07:30:00,28449.8,28454.1,28418.2,28418.2,35.32,28423.85,-1,19.63,29.31,21.24
2023-04-02 07:45:00,28418.2,28431.6,28396.2,28404.9,35.31,28414.63,-1,18.72,27.41,23.89
2023-04-02 08:00:00,28404.9,28411.0,28356.2,28369.9,37.46,28405.76,-1,17.91,24.74,28.68
2023-04-02 08:15:00,28369.9,28397.7,28354.2,28395.8,38.14,28397.2,-1,17.2,22.84,26.82
2023-04-02 08:30:00,28395.8,28395.8,28346.5,28369.0,39.39,28386.1,-1,16.74,20.88,25.86
2023-04-02 08:45:00,28369.0,28372.4,28341.6,28364.5,38.43,28375.92,-1,16.43,19.74,25.32
2023-04-02 09:00:00,28364.5,28387.9,28353.3,28384.1,38.12,28367.4,-1,15.64,21.29,23.75
2023-04-02 09:15:00,28384.1,28402.6,28375.6,28382.1,36.81,28371.85,-1,14.58,22.93,22.58
2023-04-02 09:30:00,28382.1,28395.0,28378.3,28387.7,34.38,28376.88,-1,13.6,22.2,21.86
2023-04-02 09:45:00,28387.7,28446.6,28380.9,28390.0,37.96,28381.99,-1,14.06,28.91,19.25
2023-04-02 10:00:00,28390.0,28390.0,28360.0,28360.1,37.14,28383.59,-1,13.81,27.31,22.04
2023-04-02 10:15:00,28360.1,28372.8,28360.0,28372.7,34.43,28378.0,-1,13.59,26.63,21.5
2023-04-02 10:30:00,28372.7,28395.1,28344.3,28381.7,36.23,28374.5,-1,13.94,28.29,19.44
2023-04-02 10:45:00,28381.7,28381.8,28338.5,28345.2,37.02,28366.54,-1,14.07,26.0,18.95
2023-04-02 11:00:00,28345.2,28360.3,28281.0,28360.3,42.0,28355.3,-1,13.63,22.43,26.31
2023-04-02 11:15:00,28360.3,28365.7,28332.3,28360.8,41.29,28342.6,-1,13.07,22.06,24.77
2023-04-02 11:30:00,28360.8,28365.9,28334.0,28364.7,40.32,28333.7,-1,12.55,20.84,23.36
2023-04-02 11:45:00,28364.7,28375.0,28336.5,28339.2,40.15,28321.68,-1,11.77,21.03,21.75
2023-04-02 12:00:00,28339.2,28353.9,28287.0,28333.1,43.29,28308.52,-1,12.33,18.63,27.72
2023-04-02 12:15:00,28333.1,28333.1,28255.0,28290.0,47.67,28298.24,-1,13.5,16.29,29.38
2023-04-02 12:30:00,28290.0,28308.4,28240.0,28305.0,50.65,28292.68,-1,14.85,14.56,28.59
2023-04-02 12:45:00,28305.0,28305.0,28230.1,28254.7,54.25,28287.79,-1,16.29,12.95,26.88
2023-04-02 13:00:00,28254.7,28254.8,28120.0,28168.8,64.58,28283.66,-1,19.05,10.65,36.59
2023-04-02 13:15:00,28168.8,28263.8,28144.1,28257.1,72.39,28278.39,-1,21.32,10.2,31.29
2023-04-02 13:30:00,28257.1,28327.9,28240.1,28277.6,75.77,28267.16,-1,21.62,16.65,28.08
2023-04-02 13:45:00,28277.6,28316.6,28240.1,28265.0,77.3,28258.93,-1,21.9,15.18,25.61
2023-04-02 14:00:00,28265.0,28292.7,28240.3,28251.1,75.91,28247.67,-1,22.16,14.26,24.05
2023-04-02 14:15:00,28251.1,28306.8,28226.4,28298.3,77.66,28231.98,-1,22.01,14.56,21.85
2023-04-02 14:30:00,28298.3,28343.0,28285.4,28288.1,76.22,28207.88,-1,20.94,17.74,20.41
2023-04-02 14:45:00,28288.1,28306.1,28263.4,28263.4,72.98,28179.46,-1,20.39,16.85,21.97
2023-04-02 15:00:00,28263.4,28263.5,28016.0,28090.0,93.84,28154.74,-1,22.63,12.85,40.51
2023-04-02 15:15:00,28090.0,28150.0,28023.6,28097.1,99.21,28131.16,-1,24.72,11.36,35.82
2023-04-02 15:30:00,28097.1,28124.1,28050.0,28086.9,97.75,28112.12,-1,26.66,10.59,33.39
2023-04-02 15:45:00,28086.9,28133.8,28063.7,28117.9,95.5,28100.49,-1,28.22,10.8,31.22
2023-04-02 16:00:00,28117.9,28135.9,28098.0,28126.5,89.24,28093.46,-1,29.63,10.61,30.09
2023-04-02 16:15:00,28126.5,28126.5,27955.0,27980.5,98.91,28098.45,-1,31.92,9.01,38.11
2023-04-02 16:30:00,27980.5,28080.0,27913.3,28062.6,107.32,28104.41,-1,34.26,7.79,36.33
2023-04-02 16:45:00,28062.6,28125.7,28046.3,28112.0,104.74,28111.69,-1,35.45,11.03,33.96
2023-04-02 17:00:00,28112.0,28137.1,28105.0,28119.4,96.57,28115.34,-1,36.32,11.71,33.02
2023-04-02 17:15:00,28119.4,28149.3,28094.6,28094.7,91.81,28119.07,-1,36.87,12.22,31.42
2023-04-02 17:30:00,28094.7,28213.0,28094.6,28179.0,95.02,28124.43,-1,36.13,16.43,28.25
2023-04-02 17:45:00,28179.0,28229.9,28163.1,28179.9,91.93,28129.52,-1,35.13,16.94,26.61
2023-04-02 18:00:00,28179.9,28199.7,28171.7,28172.7,84.35,28133.1,-1,34.21,16.51,25.93
2023-04-02 18:15:00,28172.7,28172.7,28130.9,28149.6,78.58,28133.57,-1,33.83,15.86,28.75
2023-04-02 18:30:00,28149.6,28185.7,28135.6,28162.2,74.06,28130.98,-1,33.22,16.35,27.36
2023-04-02 18:45:00,28162.2,28168.9,28140.8,28148.0,67.01,28122.48,-1,32.64,15.88,26.59
2023-04-02 19:00:00,28148.0,28155.5,28103.1,28119.3,62.93,28105.65,-1,32.58,15.03,29.03
2023-04-02 19:15:00,28119.3,28119.4,28065.1,28101.0,60.51,28088.16,-1,32.95,14.17,31.35
2023-04-02 19:30:00,28101.0,28106.0,27822.8,27932.2,85.54,28063.06,-1,34.96,10.75,44.45
2023-04-02 19:45:00,27932.2,27991.0,27896.3,27927.7,86.86,28048.06,-1,36.82,9.89,40.89
2023-04-02 20:00:00,27927.7,27982.8,27886.1,27969.9,88.24,28036.27,-1,38.6,9.09,38.44
2023-04-02 20:15:00,27969.9,28037.5,27937.3,28029.4,89.59,28023.98,-1,39.17,12.86,35.25
2023-04-02 20:30:00,28029.4,28068.0,28003.1,28068.0,87.32,28010.19,-1,39.14,14.72,33.33
2023-04-02 20:45:00,28068.0,28074.5,28022.3,28042.5,84.3,27995.14,-1,38.99,14.62,31.82
2023-04-02 21:00:00,28042.5,28138.5,28034.0,28100.0,87.64,27980.99,-1,37.74,18.75,29.0
2023-04-02 21:15:00,28100.0,28107.9,28054.1,28091.0,84.47,27980.97,-1,36.57,17.88,27.64
2023-04-02 21:30:00,28091.0,28091.0,28035.6,28037.2,81.5,27987.5,-1,35.7,16.99,27.93
2023-04-02 21:45:00,28037.2,28040.0,27969.0,27999.4,80.83,28001.89,-1,35.56,15.91,32.13
2023-04-02 22:00:00,27999.4,28008.3,27853.5,27885.1,89.99,28018.05,-1,36.33,13.83,37.67
2023-04-02 22:15:00,27885.1,27982.7,27840.1,27951.0,96.78,28033.19,-1,37.13,12.25,34.43
2023-04-02 22:30:00,27951.0,27975.3,27916.9,27959.5,92.93,28056.03,-1,37.87,11.66,32.78
2023-04-02 22:45:00,27959.5,28109.8,27949.0,28094.8,101.06,28081.36,-1,36.33,20.64,28.69
2023-04-02 23:00:00,28094.8,28114.0,28030.7,28091.3,99.09,28098.68,-1,34.84,19.63,26.82
2023-04-02 23:15:00,28091.3,28133.0,28039.4,28104.9,98.11,28109.39,-1,33.18,19.68,24.86
2023-04-02 23:30:00,28104.9,28173.5,28104.8,28129.6,93.91,28116.06,-1,31.08,21.82,23.51
2023-04-02 23:45:00,28129.6,28188.1,28129.6,28155.9,90.09,28112.18,-1,28.93,21.97,22.39
2023-04-03 00:00:00,28155.9,28166.4,28136.3,28140.7,83.2,28102.74,-1,26.93,21.4,21.81
2023-04-03 00:15:00,28140.7,28153.8,28075.0,28124.0,82.52,28086.33,-1,25.89,19.96,25.59
2023-04-03 00:30:00,28124.0,28125.3,28045.7,28074.9,82.1,28062.64,-1,25.27,18.59,26.36
