open_time,open,high,low,close,atr,close_smooth,position
2023-02-28 13:00:00,23454.01,23487.78,23368.79,23403.17,,23634.604430129686,0
2023-02-28 14:00:00,23403.17,23579.12,23315.42,23425.94,,23493.808297812317,0
2023-02-28 15:00:00,23425.19,23546.32,23403.45,23518.3,,23389.54296178179,0
2023-02-28 16:00:00,23519.08,23600.0,23426.47,23456.05,,23316.719446508883,0
2023-02-28 17:00:00,23456.05,23558.34,23447.5,23526.54,,23270.655311102815,0
2023-02-28 18:00:00,23525.9,23550.0,23436.88,23481.63,,23247.059565042087,0
2023-02-28 19:00:00,23481.63,23492.84,23205.06,23264.36,,23242.01758390531,1
2023-02-28 20:00:00,23263.38,23343.55,23166.35,23272.05,,23251.976025102045,1
2023-02-28 21:00:00,23270.59,23277.98,23020.97,23139.89,,23273.72774360362,1
2023-02-28 22:00:00,23138.89,23240.82,23094.69,23161.38,,23304.396707673986,1
2023-02-28 23:00:00,23160.47,23199.96,23098.35,23141.57,,23341.422914600527,1
2023-03-01 00:00:00,23141.57,23219.99,23020.03,23101.0,,23382.547306424905,1
2023-03-01 01:00:00,23101.0,23296.94,23075.14,23245.96,,23425.796685673893,1
2023-03-01 02:00:00,23245.96,23336.46,23234.2,23331.21,,23469.468631090207,1
2023-03-01 03:00:00,23332.57,23498.0,23305.97,23441.14,,23512.116413363332,1
2023-03-01 04:00:00,23440.37,23847.0,23425.44,23794.48,,23552.533910860362,1
2023-03-01 05:00:00,23794.48,23821.56,23631.97,23694.17,,23589.740525356832,1
2023-03-01 06:00:00,23695.14,23803.39,23666.0,23752.75,,23622.966097767545,1
2023-03-01 07:00:00,23752.75,23762.22,23681.0,23716.06,,23651.63582387742,1
2023-03-01 08:00:00,23716.06,24000.0,23681.81,23867.78,,23675.3551700723,1
2023-03-01 09:00:00,23869.01,23907.68,23725.07,23756.14,,23693.894789069804,1
2023-03-01 10:00:00,23755.74,23787.46,23673.44,23777.62,,23707.175435650162,1
2023-03-01 11:00:00,23777.62,23788.4,23700.0,23739.17,,23715.252882387027,1
2023-03-01 12:00:00,23739.87,23820.51,23701.09,23722.6,,23718.302835378334,1
2023-03-01 13:00:00,23722.6,23735.17,23616.45,23689.45,,23716.605851055112,1
2023-03-01 14:00:00,23689.97,23888.0,23570.0,23679.86,,23722.231234690957,1
2023-03-01 15:00:00,23679.86,23770.0,23550.8,23711.09,,23724.763455743276,-1
2023-03-01 16:00:00,23711.09,23746.24,23555.06,23691.9,,23714.619076438303,-1
2023-03-01 17:00:00,23692.54,23744.68,23669.3,23704.68,,23700.261319750083,-1
2023-03-01 18:00:00,23704.68,23724.82,23646.73,23690.88,,23681.03859049531,-1
2023-03-01 19:00:00,23690.88,23695.57,23328.16,23355.14,,23652.94385371052,-1
2023-03-01 20:00:00,23354.03,23471.62,23300.0,23421.23,,23624.788217312573,-1
2023-03-01 21:00:00,23421.23,23593.32,23368.41,23553.73,,23589.41937039364,-1
2023-03-01 22:00:00,23553.94,23579.52,23440.39,23531.94,,23559.342168108717,-1
2023-03-01 23:00:00,23531.41,23674.6,23501.2,23628.97,,23529.33625842914,-1
2023-03-02 00:00:00,23629.76,23796.93,23595.11,23606.95,,23501.76101557282,-1
2023-03-02 01:00:00,23606.31,23635.87,23445.63,23513.5,,23446.526344936094,-1
2023-03-02 02:00:00,23514.29,23543.63,23448.92,23494.47,,23422.05985216847,-1
2023-03-02 03:00:00,23494.47,23513.49,23423.17,23494.29,,23415.170278336216,-1
2023-03-02 04:00:00,23494.29,23546.82,23469.43,23536.33,,23423.789573899066,-1
2023-03-02 05:00:00,23536.34,23544.76,23410.65,23445.71,,23427.53526722595,-1
2023-03-02 06:00:00,23445.48,23474.35,23374.46,23437.86,,23441.265254542246,-1
2023-03-02 07:00:00,23437.86,23448.08,23335.41,23391.87,,23454.584266173206,-1
2023-03-02 08:00:00,23391.87,23466.68,23347.76,23443.67,179.16659709694358,23471.733143467165,-1
2023-03-02 09:00:00,23443.67,23468.5,23386.45,23400.39,178.15983475489506,23477.250386387077,-1
2023-03-02 10:00:00,23399.85,23419.66,23337.37,23375.64,176.1249300808769,23481.5715446362,-1
2023-03-02 11:00:00,23375.22,23429.83,23359.24,23414.73,173.9594627161474,23479.472315820534,-1
2023-03-02 12:00:00,23414.73,23434.26,23319.0,23355.54,171.9542812767232,23472.767318449147,-1
2023-03-02 13:00:00,23354.61,23412.0,23236.0,23308.95,170.4173976531903,23460.952306754643,-1
2023-03-02 14:00:00,23309.98,23349.21,23195.9,23305.46,168.49493245484845,23441.383428800313,-1
2023-03-02 15:00:00,23305.46,23383.83,23274.08,23361.11,166.54414274261913,23413.377996464726,-1
2023-03-02 16:00:00,23361.1,23387.84,23250.24,23279.98,164.84044752299172,23377.70983948213,-1
2023-03-02 17:00:00,23279.45,23319.36,23231.29,23268.91,163.31273192188493,23335.112311968172,-1
2023-03-02 18:00:00,23269.02,23458.94,23254.31,23441.14,162.1319056859047,23279.544034464372,-1
2023-03-02 19:00:00,23441.14,23507.97,23388.76,23463.99,161.06233275496015,23217.933892500325,-1
2023-03-02 20:00:00,23463.4,23567.52,23425.09,23467.06,159.58536390900971,23163.004738520707,-1
2023-03-02 21:00:00,23467.64,23474.09,23386.44,23408.65,157.88351994901106,23103.685278025667,-1
2023-03-02 22:00:00,23409.47,23557.01,23408.65,23460.97,156.19939985192426,23041.72812992716,-1
2023-03-02 23:00:00,23460.27,23504.01,23429.32,23465.32,154.6695234727153,22979.50463575107,-1
2023-03-03 00:00:00,23465.32,23476.95,23398.85,23418.5,153.27820990317196,22911.080747517437,-1
2023-03-03 01:00:00,23417.58,23425.7,21971.13,22150.31,154.55470703724538,22839.3255965915,-1
2023-03-03 02:00:00,22150.31,22454.94,22099.18,22348.57,156.18531382765778,22769.974556522375,-1
2023-03-03 03:00:00,22347.51,22400.87,22276.9,22319.69,157.4462802824445,22702.326691933085,-1
2023-03-03 04:00:00,22319.69,22393.33,22251.08,22376.5,158.63347126494685,22636.17977663888,-1
2023-03-03 05:00:00,22376.46,22411.36,22329.14,22341.8,159.51788601628195,22569.72637382632,-1
2023-03-03 06:00:00,22341.8,22402.25,22325.81,22378.73,160.03424762199495,22510.85557425371,-1
2023-03-03 07:00:00,22379.01,22404.7,22332.03,22360.78,160.23034628830067,22456.07458662856,-1
2023-03-03 08:00:00,22360.78,22453.88,22354.36,22430.33,160.43704380398293,22407.849405496498,-1
2023-03-03 09:00:00,22430.33,22479.97,22346.84,22368.54,160.74330713481513,22363.988585298102,-1
2023-03-03 10:00:00,22368.54,22393.65,22339.26,22351.43,160.98419609904468,22327.34656058129,-1
2023-03-03 11:00:00,22352.09,22367.53,22300.14,22342.92,161.05146381603896,22299.463007558654,-1
2023-03-03 12:00:00,22343.06,22370.0,22323.16,22354.0,160.9935423327202,22277.946962231475,-1
2023-03-03 13:00:00,22353.46,22428.34,22172.65,22402.8,161.286334283675,22264.13161501449,-1
2023-03-03 14:00:00,22402.79,22498.99,22361.02,22376.0,161.60685819311553,22259.58071138668,-1
2023-03-03 15:00:00,22377.34,22417.48,22228.99,22336.33,162.16473561981874,22262.779172748087,-1
2023-03-03 16:00:00,22335.84,22382.14,22322.0,22374.15,162.6346691433609,22271.620584847653,-1
2023-03-03 17:00:00,22375.36,22448.25,22366.26,22413.17,163.10329587932978,22289.807603561214,-1
2023-03-03 18:00:00,22413.38,22422.91,22229.25,22313.2,163.72702024541107,22315.764823335085,-1
2023-03-03 19:00:00,22313.2,22397.76,22289.84,22358.48,164.14085546066093,22336.451432184316,-1
2023-03-03 20:00:00,22357.83,22378.22,22274.0,22308.16,164.4069097982337,22356.417568547426,-1
2023-03-03 21:00:00,22307.08,22316.15,22147.0,22239.92,164.7972641925279,22371.86903977973,-1
2023-03-03 22:00:00,22239.92,22338.75,22224.68,22320.99,165.10344924932284,22386.516437716695,-1
2023-03-03 23:00:00,22320.99,22377.26,22313.17,22354.34,165.33272294306383,22388.974830249244,-1
2023-03-04 00:00:00,22354.34,22392.17,22330.01,22368.49,165.20258655310337,22375.34045118508,-1
